Country,ISO2,ISO3,Indicator,Unit,Source,CTS Code,CTS Name,CTS Full Descriptor,Trade Flow,Scale,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023
St. Vincent and the Grenadines,VC,VCT,Imports of low carbon technology products,US Dollars,Department of Economic and Social Affairs/United Nations. 2022. United Nations Comtrade database. https://comtrade.un.org. International Monetary Fund (IMF) Direction of Trade Statistics (DOTS). https://data.imf.org/dot. World Economic Outlook (WEO) Database. https://www.imf.org/en/Publications/WEO/weo-database/2022/April. IMF staff calculations.,ECBTLM,Trade in Low Carbon Technology Products; Imports,"Environment, Climate Change, Mitigation, Trade-Related, Trade in Low Carbon Technology Products, Imports",Imports,Units,2855076.0,4505288.0,,1760347.0,3715480.0,3644951.0,2147423.0,2978024.0,6306905.0,3725580.0,5227935.0,4165001.0,6393936.0,7646328.0,6434690.0,5929283.0,10274179.0,8028564.0,7725946.0,7294123.955,8322291.922,8919128.139,8964985.661,11071378.4,9245562.085,8305849.37,9054114.83,11505627.057,,
St. Vincent and the Grenadines,VC,VCT,Imports of low carbon technology products as percent of GDP,Percent,Department of Economic and Social Affairs/United Nations. 2022. United Nations Comtrade database. https://comtrade.un.org. International Monetary Fund (IMF) Direction of Trade Statistics (DOTS). https://data.imf.org/dot. World Economic Outlook (WEO) Database. https://www.imf.org/en/Publications/WEO/weo-database/2022/April. IMF staff calculations.,ECBTLM,Trade in Low Carbon Technology Products; Imports,"Environment, Climate Change, Mitigation, Trade-Related, Trade in Low Carbon Technology Products, Imports",Imports,Units,0.913393762580592,1.32013932260553,,0.468705638959688,0.920833277734629,0.863817843230538,0.501797611350238,0.644493058652258,1.29302428086378,0.731810371542745,0.950706198012261,0.718166882131443,0.993616861660874,1.0715195860028,0.878260221357922,0.830082735044397,1.42608220287687,1.12476952139732,1.05830150582404,0.953752988127132,1.07955330326274,1.13394904266706,1.10094077144359,1.31171397270717,1.04548993106733,0.911963338201314,1.04176635047985,1.31911066818163,,
St. Vincent and the Grenadines,VC,VCT,Imports of low carbon technology products as share of total imports,Percent,Department of Economic and Social Affairs/United Nations. 2022. United Nations Comtrade database. https://comtrade.un.org. International Monetary Fund (IMF) Direction of Trade Statistics (DOTS). https://data.imf.org/dot. World Economic Outlook (WEO) Database. https://www.imf.org/en/Publications/WEO/weo-database/2022/April. IMF staff calculations.,ECBTLM,Trade in Low Carbon Technology Products; Imports,"Environment, Climate Change, Mitigation, Trade-Related, Trade in Low Carbon Technology Products, Imports",Imports,Units,,,,,1.93358610371563,1.81555730208967,1.32975583265599,1.73315049383159,3.5335771502809,1.85268470726925,2.32122649627385,1.73160465985886,1.77742831530525,1.72717509860977,1.25903558327087,1.31924096131288,2.03460376123638,1.56360444446595,1.41399298630418,1.4311542760407,1.72060137320592,1.93759667524049,1.90121368267821,2.43376987970421,1.88589594614564,1.76156845646505,1.96674728468772,2.10477296429437,,
St. Vincent and the Grenadines,VC,VCT,Total trade in low carbon technology products,US Dollars,Department of Economic and Social Affairs/United Nations. 2022. United Nations Comtrade database. https://comtrade.un.org. International Monetary Fund (IMF) Direction of Trade Statistics (DOTS). https://data.imf.org/dot. World Economic Outlook (WEO) Database. https://www.imf.org/en/Publications/WEO/weo-database/2022/April. IMF staff calculations.,ECBTL,Trade in Low Carbon Technology Products,"Environment, Climate Change, Mitigation, Trade-Related, Trade in Low Carbon Technology Products",Not Applicable,Units,3617681.0,4886473.0,,1960434.0,4090626.0,4316246.0,2300671.0,3158423.0,6323136.0,4195361.0,5443981.0,4316302.0,6564695.0,7772395.0,6671560.0,6175367.0,10357084.0,8383675.0,7831980.0,7465643.104,10232357.662,9177511.613,9243024.318,11929673.785,9574478.575,8650712.51,9831104.16,11851208.727,,
St. Vincent and the Grenadines,VC,VCT,Total trade in low carbon technology products as percent of GDP,Percent,Department of Economic and Social Affairs/United Nations. 2022. United Nations Comtrade database. https://comtrade.un.org. International Monetary Fund (IMF) Direction of Trade Statistics (DOTS). https://data.imf.org/dot. World Economic Outlook (WEO) Database. https://www.imf.org/en/Publications/WEO/weo-database/2022/April. IMF staff calculations.,ECBTL,Trade in Low Carbon Technology Products,"Environment, Climate Change, Mitigation, Trade-Related, Trade in Low Carbon Technology Products",Not Applicable,Units,1.15736577954714,1.43183413716287,,0.521980308773382,1.01380832289946,1.02290821209186,0.537607733689527,0.683534350222711,1.2963519157501,0.8240887840728,0.989994420083836,0.744255559525126,1.02015278908967,1.08918600832324,0.910590216840696,0.864533794265329,1.43758962794991,1.17451914405872,1.07282606267035,0.976180205143048,1.32732372496773,1.16679908007174,1.13508517558474,1.41340303151619,1.08268387074298,0.949828525296199,1.13116673404842,1.35873132209007,,
St. Vincent and the Grenadines,VC,VCT,Trade balance in low carbon technology products,US Dollars,Department of Economic and Social Affairs/United Nations. 2022. United Nations Comtrade database. https://comtrade.un.org. International Monetary Fund (IMF) Direction of Trade Statistics (DOTS). https://data.imf.org/dot. World Economic Outlook (WEO) Database. https://www.imf.org/en/Publications/WEO/weo-database/2022/April. IMF staff calculations.,ECBTLB,Trade in Low Carbon Technology Products; Trade Balance,"Environment, Climate Change, Mitigation, Trade-Related, Trade in Low Carbon Technology Products, Trade Balance",Not Applicable,Units,-2092471.0,-4124103.0,,-1560260.0,-3340334.0,-2973656.0,-1994175.0,-2797625.0,-6290674.0,-3255799.0,-5011889.0,-4013700.0,-6223177.0,-7520261.0,-6197820.0,-5683199.0,-10191274.0,-7673453.0,-7619912.0,-7122604.806,-6412226.182,-8660744.665,-8686947.004,-10213083.015,-8916645.595,-7960986.23,-8277125.5,-11160045.387,,
St. Vincent and the Grenadines,VC,VCT,Trade balance in low carbon technology products as percent of GDP,Percent,Department of Economic and Social Affairs/United Nations. 2022. United Nations Comtrade database. https://comtrade.un.org. International Monetary Fund (IMF) Direction of Trade Statistics (DOTS). https://data.imf.org/dot. World Economic Outlook (WEO) Database. https://www.imf.org/en/Publications/WEO/weo-database/2022/April. IMF staff calculations.,ECBTLB,Trade in Low Carbon Technology Products; Trade Balance,"Environment, Climate Change, Mitigation, Trade-Related, Trade in Low Carbon Technology Products, Trade Balance",Not Applicable,Units,-0.669421745614048,-1.2084445080482,,-0.415430969145993,-0.827858232569796,-0.704727474369217,-0.46598748901095,-0.605451767081804,-1.28969664597746,-0.63953195901269,-0.911417975940687,-0.692078204737759,-0.967080934232081,-1.05385316368235,-0.845930225875148,-0.795631675823465,-1.41457477780383,-1.07501989873592,-1.04377694897773,-0.931325771111217,-0.831782881557748,-1.10109900526238,-1.06679636730245,-1.21002491389814,-1.00829599139167,-0.874098151106428,-0.952365966911279,-1.27949001427319,,
Sudan,SD,SDN,Comparative advantage in low carbon technology products,Index,Department of Economic and Social Affairs/United Nations. 2022. United Nations Comtrade database. https://comtrade.un.org. International Monetary Fund (IMF) Direction of Trade Statistics (DOTS). https://data.imf.org/dot. World Economic Outlook (WEO) Database. https://www.imf.org/en/Publications/WEO/weo-database/2022/April. IMF staff calculations.,ECBTLA,Trade in Low Carbon Technology Products; Comparative Advantage,"Environment, Climate Change, Mitigation, Trade-Related, Trade in Low Carbon Technology Products, Comparative Advantage",Not Applicable,Units,,,,,,,,,,,,,,,,,,,0.0006583421386278,0.0006375404770533,0.0063704788652042,0.0026636566517249,0.0020280342927309,1.25388644487744e-06,0.0008096954152164,,,,,
Sudan,SD,SDN,Exports of low carbon technology products,US Dollars,Department of Economic and Social Affairs/United Nations. 2022. United Nations Comtrade database. https://comtrade.un.org. International Monetary Fund (IMF) Direction of Trade Statistics (DOTS). https://data.imf.org/dot. World Economic Outlook (WEO) Database. https://www.imf.org/en/Publications/WEO/weo-database/2022/April. IMF staff calculations.,ECBTLX,Trade in Low Carbon Technology Products; Exports,"Environment, Climate Change, Mitigation, Trade-Related, Trade in Low Carbon Technology Products, Exports",Exports,Units,,,,,,,,,,,,,,,,,,,88996.0,121013.0,1125059.04,367146.0,229143.0,235.0,126787.0,,,,,
Sudan,SD,SDN,Exports of low carbon technology products as percent of GDP,Percent,Department of Economic and Social Affairs/United Nations. 2022. United Nations Comtrade database. https://comtrade.un.org. International Monetary Fund (IMF) Direction of Trade Statistics (DOTS). https://data.imf.org/dot. World Economic Outlook (WEO) Database. https://www.imf.org/en/Publications/WEO/weo-database/2022/April. IMF staff calculations.,ECBTLX,Trade in Low Carbon Technology Products; Exports,"Environment, Climate Change, Mitigation, Trade-Related, Trade in Low Carbon Technology Products, Exports",Exports,Units,,,,,,,,,,,,,,,,,,,0.0001818182520172,0.0002287904985737,0.0018526903372069,0.0005689208029291,0.0003531365525014,4.80516406336016e-07,0.0003792365330114,,,,,
Sudan,SD,SDN,Exports of low carbon technology products as share of total exports,Percent,Department of Economic and Social Affairs/United Nations. 2022. United Nations Comtrade database. https://comtrade.un.org. International Monetary Fund (IMF) Direction of Trade Statistics (DOTS). https://data.imf.org/dot. World Economic Outlook (WEO) Database. https://www.imf.org/en/Publications/WEO/weo-database/2022/April. IMF staff calculations.,ECBTLX,Trade in Low Carbon Technology Products; Exports,"Environment, Climate Change, Mitigation, Trade-Related, Trade in Low Carbon Technology Products, Exports",Exports,Units,,,,,,,,,,,,,,,,,,,0.0026447784081284,0.0025265087900533,0.0258621796676726,0.0115879060269446,0.0088175128890079,5.73117543324032e-06,0.0036384099587453,,,,,
Sudan,SD,SDN,Imports of low carbon technology products,US Dollars,Department of Economic and Social Affairs/United Nations. 2022. United Nations Comtrade database. https://comtrade.un.org. International Monetary Fund (IMF) Direction of Trade Statistics (DOTS). https://data.imf.org/dot. World Economic Outlook (WEO) Database. https://www.imf.org/en/Publications/WEO/weo-database/2022/April. IMF staff calculations.,ECBTLM,Trade in Low Carbon Technology Products; Imports,"Environment, Climate Change, Mitigation, Trade-Related, Trade in Low Carbon Technology Products, Imports",Imports,Units,,,,,,,,,,,,,,,,,,,157613634.0,151779554.84,214845756.978,198878372.0,205843296.0,237557884.0,235718634.0,,,,,
Sudan,SD,SDN,Imports of low carbon technology products as percent of GDP,Percent,Department of Economic and Social Affairs/United Nations. 2022. United Nations Comtrade database. https://comtrade.un.org. International Monetary Fund (IMF) Direction of Trade Statistics (DOTS). https://data.imf.org/dot. World Economic Outlook (WEO) Database. https://www.imf.org/en/Publications/WEO/weo-database/2022/April. IMF staff calculations.,ECBTLM,Trade in Low Carbon Technology Products; Imports,"Environment, Climate Change, Mitigation, Trade-Related, Trade in Low Carbon Technology Products, Imports",Imports,Units,,,,,,,,,,,,,,,,,,,0.322003634185514,0.286958591433473,0.353797128676069,0.308177245791795,0.317228943956303,0.485746641346673,0.705065326290191,,,,,
Sudan,SD,SDN,Imports of low carbon technology products as share of total imports,Percent,Department of Economic and Social Affairs/United Nations. 2022. United Nations Comtrade database. https://comtrade.un.org. International Monetary Fund (IMF) Direction of Trade Statistics (DOTS). https://data.imf.org/dot. World Economic Outlook (WEO) Database. https://www.imf.org/en/Publications/WEO/weo-database/2022/April. IMF staff calculations.,ECBTLM,Trade in Low Carbon Technology Products; Imports,"Environment, Climate Change, Mitigation, Trade-Related, Trade in Low Carbon Technology Products, Imports",Imports,Units,,,,,,,,,,,,,,,,,,,1.66346527257257,1.53033387994517,2.3324151528883,2.09155147422038,3.63533137959182,2.59257647407127,3.00275900834031,,,,,
Sudan,SD,SDN,Total trade in low carbon technology products,US Dollars,Department of Economic and Social Affairs/United Nations. 2022. United Nations Comtrade database. https://comtrade.un.org. International Monetary Fund (IMF) Direction of Trade Statistics (DOTS). https://data.imf.org/dot. World Economic Outlook (WEO) Database. https://www.imf.org/en/Publications/WEO/weo-database/2022/April. IMF staff calculations.,ECBTL,Trade in Low Carbon Technology Products,"Environment, Climate Change, Mitigation, Trade-Related, Trade in Low Carbon Technology Products",Not Applicable,Units,,,,,,,,,,,,,,,,,,,157702630.0,151900567.84,215970816.018,199245518.0,206072439.0,237558119.0,235845421.0,,,,,
Sudan,SD,SDN,Total trade in low carbon technology products as percent of GDP,Percent,Department of Economic and Social Affairs/United Nations. 2022. United Nations Comtrade database. https://comtrade.un.org. International Monetary Fund (IMF) Direction of Trade Statistics (DOTS). https://data.imf.org/dot. World Economic Outlook (WEO) Database. https://www.imf.org/en/Publications/WEO/weo-database/2022/April. IMF staff calculations.,ECBTL,Trade in Low Carbon Technology Products,"Environment, Climate Change, Mitigation, Trade-Related, Trade in Low Carbon Technology Products",Not Applicable,Units,,,,,,,,,,,,,,,,,,,0.322185452437531,0.287187381932047,0.355649819013276,0.308746166594724,0.317582080508804,0.485747121863079,0.705444562823202,,,,,
Sudan,SD,SDN,Trade balance in low carbon technology products,US Dollars,Department of Economic and Social Affairs/United Nations. 2022. United Nations Comtrade database. https://comtrade.un.org. International Monetary Fund (IMF) Direction of Trade Statistics (DOTS). https://data.imf.org/dot. World Economic Outlook (WEO) Database. https://www.imf.org/en/Publications/WEO/weo-database/2022/April. IMF staff calculations.,ECBTLB,Trade in Low Carbon Technology Products; Trade Balance,"Environment, Climate Change, Mitigation, Trade-Related, Trade in Low Carbon Technology Products, Trade Balance",Not Applicable,Units,,,,,,,,,,,,,,,,,,,-157524638.0,-151658541.84,-213720697.938,-198511226.0,-205614153.0,-237557649.0,-235591847.0,,,,,
Sudan,SD,SDN,Trade balance in low carbon technology products as percent of GDP,Percent,Department of Economic and Social Affairs/United Nations. 2022. United Nations Comtrade database. https://comtrade.un.org. International Monetary Fund (IMF) Direction of Trade Statistics (DOTS). https://data.imf.org/dot. World Economic Outlook (WEO) Database. https://www.imf.org/en/Publications/WEO/weo-database/2022/April. IMF staff calculations.,ECBTLB,Trade in Low Carbon Technology Products; Trade Balance,"Environment, Climate Change, Mitigation, Trade-Related, Trade in Low Carbon Technology Products, Trade Balance",Not Applicable,Units,,,,,,,,,,,,,,,,,,,-0.321821815933496,-0.2867298009349,-0.351944438338862,-0.307608324988866,-0.316875807403801,-0.485746160830267,-0.704686089757179,,,,,
Suriname,SR,SUR,Comparative advantage in low carbon technology products,Index,Department of Economic and Social Affairs/United Nations. 2022. United Nations Comtrade database. https://comtrade.un.org. International Monetary Fund (IMF) Direction of Trade Statistics (DOTS). https://data.imf.org/dot. World Economic Outlook (WEO) Database. https://www.imf.org/en/Publications/WEO/weo-database/2022/April. IMF staff calculations.,ECBTLA,Trade in Low Carbon Technology Products; Comparative Advantage,"Environment, Climate Change, Mitigation, Trade-Related, Trade in Low Carbon Technology Products, Comparative Advantage",Not Applicable,Units,,,,,,0.0627434646682144,0.340881199185077,0.194683987726573,0.143491528935178,0.154622864087291,0.0798029884628845,0.325596236161142,0.12784977062827,0.038652145311273,0.0273497887859343,0.0957504932855296,0.187280062664487,0.132704794338959,0.118833388391069,0.0818946425628318,0.0617128714943349,0.0546889001398601,0.0374219820375196,0.0590918575574456,0.0195484727549679,0.0206512401648301,0.0240121110383368,0.0281148987215478,0.189370932650248,2.41358087863932
Suriname,SR,SUR,Exports of low carbon technology products,US Dollars,Department of Economic and Social Affairs/United Nations. 2022. United Nations Comtrade database. https://comtrade.un.org. International Monetary Fund (IMF) Direction of Trade Statistics (DOTS). https://data.imf.org/dot. World Economic Outlook (WEO) Database. https://www.imf.org/en/Publications/WEO/weo-database/2022/April. IMF staff calculations.,ECBTLX,Trade in Low Carbon Technology Products; Exports,"Environment, Climate Change, Mitigation, Trade-Related, Trade in Low Carbon Technology Products, Exports",Exports,Units,207782.0,408050.0,465390.0,,,1294000.0,1455186.0,1202823.0,907028.0,1200652.0,794690.0,4067932.0,1951291.0,701055.0,663716.0,2049493.0,5997265.0,3907640.0,3398366.0,2117977.0,5974111.0,1738350.858,1610349.372,2805380.32,1576261.193,1563452.056,2535150.335,3359781.15,24078107.39,28174471.581
Suriname,SR,SUR,Exports of low carbon technology products as percent of GDP,Percent,Department of Economic and Social Affairs/United Nations. 2022. United Nations Comtrade database. https://comtrade.un.org. International Monetary Fund (IMF) Direction of Trade Statistics (DOTS). https://data.imf.org/dot. World Economic Outlook (WEO) Database. https://www.imf.org/en/Publications/WEO/weo-database/2022/April. IMF staff calculations.,ECBTLX,Trade in Low Carbon Technology Products; Exports,"Environment, Climate Change, Mitigation, Trade-Related, Trade in Low Carbon Technology Products, Exports",Exports,Units,0.0397600471491692,0.0411082828944175,0.0377072988736039,,,0.0989199099099207,0.107368839068255,0.103059469959308,0.0615419465293463,0.0694511787075942,0.0397389751919833,0.169964297678045,0.0693840946181659,0.0222965624778555,0.0175447469461868,0.0493876775770055,0.128215395765501,0.0825238128004055,0.0637318413955511,0.0384403742398754,0.106460443558961,0.0339108486257245,0.0485421997810685,0.078107760470494,0.0394440138626199,0.0389304167111045,0.0870642373128869,0.108951506142094,0.663147296567476,0.751156160937358
Suriname,SR,SUR,Exports of low carbon technology products as share of total exports,Percent,Department of Economic and Social Affairs/United Nations. 2022. United Nations Comtrade database. https://comtrade.un.org. International Monetary Fund (IMF) Direction of Trade Statistics (DOTS). https://data.imf.org/dot. World Economic Outlook (WEO) Database. https://www.imf.org/en/Publications/WEO/weo-database/2022/April. IMF staff calculations.,ECBTLX,Trade in Low Carbon Technology Products; Exports,"Environment, Climate Change, Mitigation, Trade-Related, Trade in Low Carbon Technology Products, Exports",Exports,Units,,,,,,0.220582534709061,1.22558929750419,0.706998905518674,0.509310054812704,0.557024394143671,0.303087539403783,1.23139264757244,0.493292436969441,0.150904578944163,0.107864324771994,0.41846861289287,0.810352009600803,0.536846673175328,0.47739307776427,0.324540231938796,0.250535227282841,0.237917238742937,0.162703762027476,0.270092880995193,0.0878421152118347,0.0979874928438499,0.126479714491695,0.145203813783359,0.836272593908275,11.5787659642944
Suriname,SR,SUR,Imports of low carbon technology products,US Dollars,Department of Economic and Social Affairs/United Nations. 2022. United Nations Comtrade database. https://comtrade.un.org. International Monetary Fund (IMF) Direction of Trade Statistics (DOTS). https://data.imf.org/dot. World Economic Outlook (WEO) Database. https://www.imf.org/en/Publications/WEO/weo-database/2022/April. IMF staff calculations.,ECBTLM,Trade in Low Carbon Technology Products; Imports,"Environment, Climate Change, Mitigation, Trade-Related, Trade in Low Carbon Technology Products, Imports",Imports,Units,10366483.0,9355423.0,13441427.0,,,13426000.0,11791896.0,4881344.0,4340598.0,13463956.0,9662178.0,14512532.0,10597382.0,17424110.0,20138825.0,34117244.0,49112685.0,34236584.0,45704758.0,288430925.0,66595987.0,49576045.745,34762810.181,44289061.813,40122856.51,53456098.691,49327097.096,52147061.23,94926733.22,69530848.189
Suriname,SR,SUR,Imports of low carbon technology products as percent of GDP,Percent,Department of Economic and Social Affairs/United Nations. 2022. United Nations Comtrade database. https://comtrade.un.org. International Monetary Fund (IMF) Direction of Trade Statistics (DOTS). https://data.imf.org/dot. World Economic Outlook (WEO) Database. https://www.imf.org/en/Publications/WEO/weo-database/2022/April. IMF staff calculations.,ECBTLM,Trade in Low Carbon Technology Products; Imports,"Environment, Climate Change, Mitigation, Trade-Related, Trade in Low Carbon Technology Products, Imports",Imports,Units,1.98367448985504,0.942495711998382,1.08906488144724,,,1.02635139911174,0.870048353910494,0.418240028108081,0.294510037199941,0.778816521579263,0.483163311281792,0.606355344413366,0.376822193815709,0.554161595361314,0.532352072902475,0.822140620381736,1.04997900616054,0.723028080616781,0.857132041657092,5.23489759301137,1.18676039251142,0.96710383579003,1.04788644383528,1.23310176766076,1.0040255481874,1.33107260296478,1.69403211645118,1.69103301918713,2.61442502465826,1.8537534889417
Suriname,SR,SUR,Imports of low carbon technology products as share of total imports,Percent,Department of Economic and Social Affairs/United Nations. 2022. United Nations Comtrade database. https://comtrade.un.org. International Monetary Fund (IMF) Direction of Trade Statistics (DOTS). https://data.imf.org/dot. World Economic Outlook (WEO) Database. https://www.imf.org/en/Publications/WEO/weo-database/2022/April. IMF staff calculations.,ECBTLM,Trade in Low Carbon Technology Products; Imports,"Environment, Climate Change, Mitigation, Trade-Related, Trade in Low Carbon Technology Products, Imports",Imports,Units,,,,,,2.67727952998804,1.77016605532,2.329445552241,2.02899307444409,4.97573316950907,3.56846380529745,4.27200677453267,3.22076167517225,4.57799047549629,3.93425308396187,6.73856740602373,9.64434959779321,6.89770804752746,8.8273663487699,44.057523339174,2.86657556591091,2.80306698493216,3.05608291707504,4.12018811249867,2.36875264737009,2.88249500402921,2.63991688326868,3.029681309117,4.2424354641808,3.29807209759773
Suriname,SR,SUR,Total trade in low carbon technology products,US Dollars,Department of Economic and Social Affairs/United Nations. 2022. United Nations Comtrade database. https://comtrade.un.org. International Monetary Fund (IMF) Direction of Trade Statistics (DOTS). https://data.imf.org/dot. World Economic Outlook (WEO) Database. https://www.imf.org/en/Publications/WEO/weo-database/2022/April. IMF staff calculations.,ECBTL,Trade in Low Carbon Technology Products,"Environment, Climate Change, Mitigation, Trade-Related, Trade in Low Carbon Technology Products",Not Applicable,Units,10574265.0,9763473.0,13906817.0,,,14720000.0,13247082.0,6084167.0,5247626.0,14664608.0,10456868.0,18580464.0,12548673.0,18125165.0,20802541.0,36166737.0,55109950.0,38144224.0,49103124.0,290548902.0,72570098.0,51314396.603,36373159.553,47094442.133,41699117.703,55019550.747,51862247.431,55506842.38,119004840.61,97705319.77
Suriname,SR,SUR,Total trade in low carbon technology products as percent of GDP,Percent,Department of Economic and Social Affairs/United Nations. 2022. United Nations Comtrade database. https://comtrade.un.org. International Monetary Fund (IMF) Direction of Trade Statistics (DOTS). https://data.imf.org/dot. World Economic Outlook (WEO) Database. https://www.imf.org/en/Publications/WEO/weo-database/2022/April. IMF staff calculations.,ECBTL,Trade in Low Carbon Technology Products,"Environment, Climate Change, Mitigation, Trade-Related, Trade in Low Carbon Technology Products",Not Applicable,Units,2.02343453700421,0.983603994892799,1.12677218032084,,,1.12527130902166,0.977417192978748,0.521299498067388,0.356051983729287,0.848267700286858,0.522902286473775,0.77631964209141,0.446206288433875,0.57645815783917,0.549896819848662,0.871528297958742,1.17819440192604,0.805551893417187,0.920863883052643,5.27333796725124,1.29322083607038,1.00101468441575,1.09642864361635,1.31120952813125,1.04346956205002,1.37000301967588,1.78109635376406,1.79998452532923,3.27757232122574,2.60490964987906
Suriname,SR,SUR,Trade balance in low carbon technology products,US Dollars,Department of Economic and Social Affairs/United Nations. 2022. United Nations Comtrade database. https://comtrade.un.org. International Monetary Fund (IMF) Direction of Trade Statistics (DOTS). https://data.imf.org/dot. World Economic Outlook (WEO) Database. https://www.imf.org/en/Publications/WEO/weo-database/2022/April. IMF staff calculations.,ECBTLB,Trade in Low Carbon Technology Products; Trade Balance,"Environment, Climate Change, Mitigation, Trade-Related, Trade in Low Carbon Technology Products, Trade Balance",Not Applicable,Units,-10158701.0,-8947373.0,-12976037.0,,,-12132000.0,-10336710.0,-3678521.0,-3433570.0,-12263304.0,-8867488.0,-10444600.0,-8646091.0,-16723055.0,-19475109.0,-32067751.0,-43115420.0,-30328944.0,-42306392.0,-286312948.0,-60621876.0,-47837694.887,-33152460.809,-41483681.493,-38546595.317,-51892646.635,-46791946.761,-48787280.08,-70848625.83,-41356376.608
Suriname,SR,SUR,Trade balance in low carbon technology products as percent of GDP,Percent,Department of Economic and Social Affairs/United Nations. 2022. United Nations Comtrade database. https://comtrade.un.org. International Monetary Fund (IMF) Direction of Trade Statistics (DOTS). https://data.imf.org/dot. World Economic Outlook (WEO) Database. https://www.imf.org/en/Publications/WEO/weo-database/2022/April. IMF staff calculations.,ECBTLB,Trade in Low Carbon Technology Products; Trade Balance,"Environment, Climate Change, Mitigation, Trade-Related, Trade in Low Carbon Technology Products, Trade Balance",Not Applicable,Units,-1.94391444270587,-0.901387429103964,-1.05135758257363,,,-0.927431489201822,-0.762679514842239,-0.315180558148773,-0.232968090670594,-0.709365342871669,-0.443424336089808,-0.436391046735321,-0.307438099197543,-0.531865032883459,-0.514807325956289,-0.772752942804731,-0.921763610395036,-0.640504267816376,-0.793400200261541,-5.19645721877149,-1.08029994895246,-0.933192987164306,-0.999344244054216,-1.15499400719027,-0.96458153432478,-1.29214218625368,-1.60696787913829,-1.58208151304504,-1.95127772809079,-1.10259732800434
Sweden,SE,SWE,Comparative advantage in low carbon technology products,Index,Department of Economic and Social Affairs/United Nations. 2022. United Nations Comtrade database. https://comtrade.un.org. International Monetary Fund (IMF) Direction of Trade Statistics (DOTS). https://data.imf.org/dot. World Economic Outlook (WEO) Database. https://www.imf.org/en/Publications/WEO/weo-database/2022/April. IMF staff calculations.,ECBTLA,Trade in Low Carbon Technology Products; Comparative Advantage,"Environment, Climate Change, Mitigation, Trade-Related, Trade in Low Carbon Technology Products, Comparative Advantage",Not Applicable,Units,,,,,1.24638973975375,1.20625915696679,1.16032682409168,1.29838873538303,1.33042793664066,1.26930897489574,1.13814395229275,1.09140587726066,1.11202369812233,1.21956556066413,1.28671252452386,1.34770018714109,1.20550051563385,1.17816379792052,1.20918261315456,1.22859209737247,1.24248563170503,1.17206591029663,1.20861954345278,1.27511341734597,1.41515918854576,1.3930348845958,1.50367839664227,1.43377855851348,1.53834868461738,1.69167660895968
Sweden,SE,SWE,Exports of low carbon technology products,US Dollars,Department of Economic and Social Affairs/United Nations. 2022. United Nations Comtrade database. https://comtrade.un.org. International Monetary Fund (IMF) Direction of Trade Statistics (DOTS). https://data.imf.org/dot. World Economic Outlook (WEO) Database. https://www.imf.org/en/Publications/WEO/weo-database/2022/April. IMF staff calculations.,ECBTLX,Trade in Low Carbon Technology Products; Exports,"Environment, Climate Change, Mitigation, Trade-Related, Trade in Low Carbon Technology Products, Exports",Exports,Units,2522746399.0,2919132333.0,3237245078.0,3098540535.0,3653447801.0,3595883655.0,3552316730.0,3502311396.0,3783763145.0,4602696487.0,5242075944.0,5374637771.0,6307735403.0,8002504133.0,9279583465.0,7667119399.0,8186892569.0,8790271257.0,8255809373.193,8081861077.107,8231305556.581,7100096162.843,7282825669.671,8853866595.892,10472015475.955,10514535011.017,12246857090.272,13943983785.417,13265161016.322,15852876693.339
Sweden,SE,SWE,Exports of low carbon technology products as percent of GDP,Percent,Department of Economic and Social Affairs/United Nations. 2022. United Nations Comtrade database. https://comtrade.un.org. International Monetary Fund (IMF) Direction of Trade Statistics (DOTS). https://data.imf.org/dot. World Economic Outlook (WEO) Database. https://www.imf.org/en/Publications/WEO/weo-database/2022/April. IMF staff calculations.,ECBTLX,Trade in Low Carbon Technology Products; Exports,"Environment, Climate Change, Mitigation, Trade-Related, Trade in Low Carbon Technology Products, Exports",Exports,Units,1.10147024638611,1.0920520812807,1.10961179956716,1.15554082320651,1.34908081739548,1.31202515857592,1.35154287408036,1.44487767016166,1.41794473105042,1.3766636464683,1.36115835206052,1.37031654907151,1.49087101769755,1.62899265841584,1.79244196849341,1.75635475297068,1.65120717960419,1.53115509432467,1.49430815162581,1.37717878599051,1.41440111635416,1.4056707601495,1.4123455235877,1.63651751435061,1.88530276481419,1.9694583583304,2.23869182743709,2.17971827188339,2.2467726015641,2.67212873138467
